video_id,title,description,tags,category_id,publish_date,channel_title,channel_id,viewCount,likeCount,commentCount,duration_iso,channel_subscribers
NSWSVcXvU0M,Violin challenge goes WRONG! 🎻😭 #violinlesson #violinteacher #violinstudents #violinist #music,,,27,2025-08-19T13:00:45Z,Muso Method Pedagogy,UC8sSeqYSv_XBP_P8prqC_Qg,4239725,136766,160,PT15S,447000
3_hVFXHW1VA,No One Noticed This About the K-Pop Demon Hunters Songs.. 😈🤔 #music  #kpop,"So many people keep calling the music in KPop Demon Hunters generic, but most don’t realize there’s something hidden in each of the songs that proves they’re not as basic as they might seem. Beneath the surface, the soundtrack is packed with clever details, subtle callbacks, and even mistakes that turned into genius moments.

Take Soda Pop by the Saja Boys — the vocals suddenly disappear to reveal that “Baby Saja” is rapping over a literal nursery rhyme, I’m a Little Teapot. Then there’s Golden by Huntr/x, which doesn’t just stand alone as a song, but actually appears in multiple variations across the entire movie’s soundtrack, weaving itself into the film’s musical DNA.

But the two cleverest hidden moments both come from another Huntr/x track. At first, you hear the lyric “I see your real face and it’s ugly as sin,” which sounds like a throwaway mistake — but in reality, it’s Mira accidentally singing Zoey’s line. This small slip makes perfect sense once you realize that both characters are demons in disguise. And speaking of demons, there’s a reason why Rumi’s delivery of “A demon with no feelings don’t deserve to live” was changed from the studio version to the one used in the movie — a change that carries much deeper meaning than you might expect.


Tags:
KPop Demon Hunters, Huntr/x, Saja Boys, KPop Demon Hunters soundtrack breakdown, song inspirations, Soda Pop, How It's Done, Takedown, Golden, This Is What It Sounds Like, Your Idol, musical analysis, KPop movies, Netflix KPop Demon Hunters

#kpopdemonhunters #netflix #KPop #MusicTheory  #PopSongs #CatchyMelodies #Nostalgia #SongAnalysis #ViralHits #sample #hidden",,10,2025-09-13T01:07:22Z,Rick Reverie,UCtBAlQkiTnjqzkSmO62iDvA,6728056,127430,679,PT1M,324000
oN6uJK7Fvug,Sprunki : Steve's Lava Chicken Songs on cool Instruments #relaxing #music,,"Minecraft,Steve Minecraft,Lava Chicken Minecraft,Minecraft Music,Minecraft Song Remix,marble music",27,2025-04-29T11:13:58Z,BK Blend,UCObcv6czi0NkwzGHZztcW0g,2116316,9511,133,PT20S,141000
efxiDBygvdg,Diplo - Wish (feat. Trippie Redd) (Official Music Video),"Official Music Video | Diplo - Wish (feat. Trippie Redd)

Subscribe to Diplo YouTube Channel - http://diplo.fm/YouTube

Stream Diplo's California EP - http://diplo.fm/CaliforniaEPStream
Spotify: http://diplo.fm/CaliforniaEPSP
Download: http://diplo.fm/CaliforniaEPDL
Apple Music: http://diplo.fm/CaliforniaEPAP
Amazon: http://diplo.fm/CaliforniaEPAM
Google Play: http://diplo.fm/CaliforniaEPGO
Soundcloud: http://diplo.fm/CaliforniaEPSC

Buy Vinyl: http://maddecent.fm/californiavinyl

FOLLOW DIPLO
Facebook: https://www.facebook.com/diplo
Twitter: https://twitter.com/diplo
Instagram: https://www.instagram.com/diplo/
SoundCloud: https://soundcloud.com/diplo

FOLLOW TRIPPIE REDD
Facebook: https://www.facebook.com/TrippieRedd/
Twitter: https://twitter.com/trippieredd
SoundCloud: https://soundcloud.com/trippie-hippie-2
Instagram: https://www.instagram.com/trippieredd

FOLLOW MAD DECENT
Facebook: https://www.facebook.com/maddecent
Twitter: https://twitter.com/maddecent
SoundCloud: https://soundcloud.com/maddecent
Instagram: https://www.instagram.com/maddecent/
Web: http://maddecent.com

Lyrics:
Baby what you wishing for
Maybe you should wish it more
Maybe the world is yours
Maybe when it rains it pours (Keep on wishing)
I don't know how to wish anymore (Keep on wishing)
I don't know how to wish anymore, or do I 
(I don't know how to wish it)

Wish you'd get out my face
Might go MIAMight just blow my brains I’d be Kurt Cobain 
I can’t feel my face, I can’t feel my face, I can’t feel my face, I can’t feel my face

I wish you would find your chill
Cause lord knows this shit get real
If it is price, you know you killMan, this big rack you know the deal
Man this big slap you know the deal
Draco a big dragon, fire and hell
And send me man, say yourself
Cause I do not need no hell

Keep on wishing, keep on wishing, keep on wishing

(oooh aahhh)
(ooh) 

Baby what you wishing for 
Maybe you should wish it more
Maybe the world is yours
Maybe when it rains it pours (Keep on wishing)
I don't know how to wish anymore (Keep on wishing)
I don't know how to wish anymore, or do I
(I don't know how to wish it)

Wish you’d get out my face
Might go MIAMight just blow my brain
I’d be Kurt Cobain 
I can't feel my face, I can’t feel my face, I can’t feel my face, I can’t feel my face 

Baby what you wishing for 
Maybe you should wish it more
Maybe the world is yours
Maybe when it rains it pours
I don't know how to wish anymore
I don't know how to wish anymore, or do I

(oooh aahhh)
(ooh) 

Credits:
Director: Matt Keane
Producer: Michael P Blevins
DP: Justin Jones
Production Company: Vision Bridge Studios

#Diplo
#TrippieRedd
#Wish","Wish,Diplo,Trippie Redd,Diplo Wish feat. Trippie Redd,Wish Trippie Redd,Trippie Redd Wish,Diplo Wish,Wish Diplo,Diplo Trippie Redd,Trippie Redd Diplo,Mad Decent,California EP,Diplo California EP,Diplo Hip Hop Ep,Trippie Redd california ep,california ep trippie redd,new diplo,Diplo - Wish (Feat. Trippie Redd) (Official Audio),trippie redd new music,Diplo - Wish (feat. Trippie Redd) (Official Music Video),wish video,trippie redd music video",10,2018-04-25T14:01:57Z,Diplo,UCKp7UVaoVuiW1qtyPLPVFMQ,107612954,1167601,33028,PT2M59S,2700000
8MFT7ApK_bo,Grow a Garden music with random instruments!!!,,,10,2025-09-05T19:29:48Z,DoReMiFaJo,UCdStiUKBuaUTIqGtdn7Axcw,16992687,141661,2910,PT28S,1440000
y0X5FCtYwKU,Zeddy Will 67 song!! 🎶,,,17,2025-09-21T23:49:45Z,OTE,UCqSAy-3f7uOKTGJzw8RP-JQ,995577,16253,128,PT19S,835000
Rv-JBQoPJgY,"Lionel Richie, Michael Bolton, Phil Collins, Bee Gees, Foreigner 📀 Soft Rock Love Songs 70s 80s 90s","👋 Welcome to Soft Rock Music!

Immerse yourself in the soulful sounds of soft rock, where every melody revives cherished memories. From romantic ballads to heartfelt anthems, this playlist is carefully curated to bring you the best listening experience.

🎶 What’s inside?
✔ The greatest soft rock ballads of all time
✔ Smooth and emotional hits from the 70s, 80s, and 90s
✔ A perfect blend of nostalgia, love, and relaxation

📢 Which song touches your heart the most? Share in the comments!
🔔 Subscribe now and never miss an update: https://www.youtube.com/channel/UCL0RZEg_GORW5pT78sPd-bw?sub_confirmation=1

-------------------⭐⭐⭐-------------------
© All rights belong to Soft Rock Music. 
Copyright © 2025 Soft Rock Music. 
© All rights reserved.

#softrock #lovesongs  #softrocksongs","soft rock love songs,soft rock,rock ballads,bee gees,lionel richie,rock,rock songs,love songs,rock music,rod stewart,90s rock,80s rock,phil collins,soft rock songs,soft rock music,soft rock 80s,soft rock 90s,soft rock 70s 80s 90s,Eric Clapton,Michael Bolton,Phil Collins,Elton John,Soft Rock Memories,soft music,soft songs,soft rock ballads 70s 80s 90s,soft song,rock ballads 70s 80s 90s,soft rock playlist,old songs,rock playlist,soft",10,2025-07-02T13:01:01Z,Silent Rain Nights,UCL0RZEg_GORW5pT78sPd-bw,1679623,11393,63,PT58S,31900
3TROQNRlGkk,NEW SOUND #edit #music,,,22,2025-07-02T05:22:01Z,E.edits:),UC82nlKNK3WVxF5ssct5096Q,5260701,99240,2942,PT14S,3900
3lZYvVRCWO0,𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁🎧 틀어놓기만 해도 분위기를 채워주는 잔잔한 플레이리스트 | Chill & Mood,"작업할 때, 공부할 때 , 뒹굴거릴 때, 
일단 틀어놓으면 분위기는 책임질게요 😌

조용한데 심심하진 않은,
잔잔한데 꽤 감성 터지는 음악들 모아봤어요.

🎧 집중할 땐 그냥 재생만 누르세요. 나머진 이 플레이리스트가 만들어줄거예요 :)


모든 음악은 Breeze Mood의 창작곡이며, 오직 Breeze Mood에서 감상할 수 있습니다🎧

음원은 spotify, Youtube Music에서 들으실 수 있습니다.
🔗https://open.spotify.com/artist/7gxV0ojcuBqOQfsjsxQJW6

💿[Timetrack]

00:00 Love Like Fireflies
03:18 Lines of Our Love
06:36 Breathless for You
09:52 Closer Than Words
12:50 Lavender Eyes
16:20 Cloud Nine With You
19:23 Only Love Knows
23:07 Promise Me the Moon
26:35 Sugar on My Heart
29:19 This Feeling, Always
32:08 You're the Poem
35:40 Only If You Stay
38:29 Letter I Never Sent
41:33 Lost in the Static
44:33 Replay


.

.

.

.

.

.

.

.

.

.

#playlist #플레이리스트 #cafemusic #노동요 #노동요플레이리스트 #여름플레이리스트 #music #groove #dj #lofi #도입부 #좋은 #카페 #공부 #코딩 #집중 #일할때 #듣기좋은 #노래 #카페음악 #하루종일 #감미로운 #힙한 #매장음악 #플리 #카페플리 #스타벅스 #starbucks #study #spring #summer #springplaylist #summerplaylist #coding #alldaymusic #힙한 #piano#cafeplaylist #sentimental #song #winterplaylist #winter#cafemusic #music #dj #선곡맛집 #선곡 #카페 #주말 #좋은 #노래 #노래추천 #음악 #힙한 #분위기#선곡맛집",,10,2025-07-12T01:30:02Z,Breeze Mood,UCzlOuU2oqj_FCXEhy3XnvxQ,1769246,13625,196,PT2H13M41S,48600
ArOS-e2d-cM,Music Box of Fate - Ironmouse Original Opera Song,"Music Box of Fate - Ironmouse Original Opera Song

Vocals by Ironmouse https://x.com/ironmouse
Animation and Direction by Studio Adventure Noises https://x.com/AdventureNoises
Motion Graphics by Rae https://x.com/axeleraey
Additional Assets by Ryuriia https://x.com/Ryuriia

Music by Starlight and Wonder https://starlightandwonder.com/
Original Score by StarlightDaryl https://x.com/StarlightDaryl
Lyrics by WUNDER RiKU https://x.com/WunderRiKU
Score Preparation & Orchestration Assistance by Yam Albat https://x.com/YamAlbat
Orchestral Performance by Budapest Scoring https://budapestscoring.com/

💜Follow me and all my weirdness💜
♡Twitch♡ http://www.twitch.tv/ironmouse
♡Twitter♡ https://twitter.com/ironmouse
♡Patreon♡ http://www.patreon.com/ironmouse
♡Discord♡ http://www.discord.gg/preciousfamily
♡VOD Channel♡ https://www.youtube.com/c/IRONMOUSEVODS
♡Clips Channel♡ https://www.youtube.com/@MouseClipsOfficial


#vtuber #ironmouse","Ironmouse,VTuber",24,2025-07-25T17:00:14Z,ironmouse,UChgPVLjqugDQpRLWvC7zzig,993879,88238,5540,PT4M47S,1410000
_NoTqg152B0,"Sefo, Demet Akalın - Yerinde Dur (Official Video)","Official Video by Sefo & Demet Akalın performing Yerinde Dur (C) 2025 3TR6AP2 exclusive licensed to Sony Music Turkey


Söz&Müzik : Sefo (Seyfullah Sağır)
Düzenleme: Aerro
Mix&Mastering: El Turco Records
Stüdyo: El Turco Records  
Basın & PR: Selma Şentürk
Artwork: Arthur

Yapım: Group362 Entertainment
Yönetmen: Cenan Çelik
Görüntü Yönetmeni: Egemen Öktem
Sanatçı Menajeri: Okan Kurt
Sanatçı Menajeri: Fesih Kaynar
Uygulayıcı Yapımcı: Tugay Çolak
Prodüksiyon Asistanı: Enis Akın
Prodüksiyon Asistanı: Samed Balaban
Sanat Yönetmeni: Batuhan Akyüz
Sanat Asistanı: Dağcan Nargile
Sanat Asistanı: Fatih Yazar
Focus Puller: Evliya Devrim Demir
Kamera Asistanı: Yunus Köse
Kamera Asistanı: Mert Yakar
Dıt: Kenan Çekiç
Işık Şefi: Muhammed Erdoğan
Işık Asistanı: Hüseyin Aydın
Işık Asistanı: Doğukan Bal
Işık Asistanı: Furkan Karakoç
Set Amiri: Bilal Çiman
Set Asistanı: Berat Alkan
Set Asistanı: Enis Kart
Fotoğraf: Ali Yurtseven(Wolrider)
Fotoğraf: Doğuş Onur
Steadicam:Ferhat Özel
Sefo Saç: Yusufcan Gülek
Sefo Makyaj: Aysun Ruhşan
Demet Akalın Saç: Anar Agakishiev
Demet akalın Makyaj: Anar Agakishiev
Styling: Samet Çetinkaya
Styling Asistanı: Hakan Kerem Yılmaz
Styling Asistanı: Çisem Canfiliz
Sanatçı Asistanı: Niyazi Karagöz
Sanatçı Asistanı: Ceren Nida Yalınalp
Cast: Nurhan Çiftçi
Dansçı: İrem Yüksel
Dansçı: Katia Ornella
Dansçı: Daria Kozina
Dansçı: Bilge Kul
Kurgu: Berke Küçük
Renk: Post Brothers(Ercan Küçük)
Cast: Nurhan Çiftçi
Işık: Flare
Kamera: Filmarka
Karavan: Okan Karavan
Nakliye: Akın Ulaştırma
Set: Set 58

İşbirliği için Demet Akalın ve plak şirketi DMC’ye teşekkürler.


Spotify; https://open.spotify.com/album/2dWhGxwCOtruhYXuT84cJ8?si=G1S_ccdtTkCEt3mJD4-91A

Apple Music; https://music.apple.com/tr/album/yerinde-dru-single/1822502734?l=tr




Sözler;

Yerinde dur, o seni bulur ya
Biri olur, ellerin olur ya

Cadde de tur, nasıl unutur ya?
Konuş otur, eller avutur ya

Vay vay vay 
Demet ablam hoşgeldin
Otur be şöyle
Gucci takımlar şekilsin öyle
Kıyakmış ablam, bana da söyle

Reggeaton rap pop ya da rock
Yaptım hepsini sizden uzak
Kuruldu kankam kurdu tuzak
Daha kaz gelecek, lan sen ne salaksın

Benim daha iyi, sevin bari
Gökçeada’ya gel verim daireyi
“Gül Pansiyon” da evim gari
Alamadım hala bi Ferrari

Sen sen sen sen yedin naneyi
Nolcak nolcak evin hali
Dönmüş bir ton film dahi
Ayarladım 5 filinta iyiiii


Yerinde dur, o seni bulur ya
Biri olur, ellerin olur ya

Cadde de tur, nasıl unutur ya?
Konuş otur, eller avutur ya

Sormadım şimdi kimle nerde
Bi’ şey duymadım ve görmedim
Onu utandıran bu cümlelerde
Gözleri kısılıyo gözleri

Özledim ben seni özledim
Bir minik tuttu sözleri
Yazdı tam kalbin üstüne
Sar beni sar sana göstereyim


Yerinde dur, o seni bulur ya
Biri olur, ellerin olur ya

Cadde de tur, nasıl unutur ya?
Konuş otur, eller avutur ya

https://sefodemetakalin.lnk.to/YerindeDru","sefo,tutsak,tamam sen özledin yeter,kime ne,bilmem mi,şarkı,rap,reggaeton,turkish reggaeton,türkçe rap,gümüş gerdanında,bana göre biri var,kabul delice,sefo tiktok,sefo rap,bonita,toz duman,demet akalın,sefo yerinde dur,yerinde dur,yerinde dru,demet sefo,sefo yeni,demet yerinde dur",10,2025-06-26T21:00:07Z,Sefo,UCD4eRzEPeQBgRLwFtL8ORQQ,197407540,606503,35928,PT2M28S,1560000
AWDB1lGuCFk,"[FREE] Juice WRLD Type Beat - ""DREAMER"" | Melodic Type Beat | Guitar Type Beat | Pop Type Beat","💸 Purchase / Free Download - https://bsta.rs/wZUwG

🎵 BPM - 155
🎵 Key -  F Major

Thank you so much for the likes and comments, I appreciate it🙏

Prod By: Inc. CVRNVTE x Daniel Saint

●🎹 Beatstars - https://www.beatstars.com/cvrnvte
●📸 Instagram (@inc.cvrnvte): https://www.instagram.com/inc.cvrnvte
●📨 Email: cvrnvte.beats@gmail.com

00:00 Intro
00:25 Hook 1
00:49 Verse 1
01:14 Bridge 1
01:27 Hook 2
01:51 Verse 2
02:16 Bridge 2
02:29 Hook 3
02:53 Outro

⭕ This beat is free for non-profit use (YouTube, Soundcloud etc.). If you use it, you must credit me (prod. inc. CVRNVTE or prod. CVRNVTE). 

⭕If you want to make profit with your music (upload your song to streaming services for example), you must purchase a license that is suitable for yourself before releasing your song. Regardless if you've purchased a license or not, you can't register your song on BMI/ASCAP/WIPO/OMPI or any worldwide copyright organization or any other Content ID system unless you have acquired an Exclusive license.

Absolutely any use of this beat (Including leased beats) REQUIRES CREDIT (Prod. by Inc. CVRNVTE)

Please subscribe to my channel:   
https://www.youtube.com/channel/UCP7yHTeg1jsiqlZ8vkAuP8g  

Playlist with all beats here: https://www.youtube.com/playlist?list=PLkj5Hcsr9AqIFbAF8OS7Mx9y-Vne2Ox75  

All variations in this video are created by me (Inc. CVRNVTE)

#juicewrldtypebeat #melodictypebeat #guitartypebeat 

juice wrld type beat,juice wrld type beats,free juice wrld type beat,juice wrld type beat free,juice wrld type beat free for profit,juice wrld,type beat juice wrld,new juice wrld type beat,juice wrld type beat 2025,juice wrld pop type beat,sad juice wrld type beat,juice wrld type beat sad,free beat,free type beat,free beats,free trap beat,free for profit,free for profit type beat,melodic type beat,sad type beat,pop type beat,guitar type beat,music,trap,emotional type beat,emotional beat,free emotional type beat,pop type beat,pop beat,type beat pop,free pop type beat,emotional guitar type beat,melodic type beat,melodic trap type beat,free guitar type beat,melodic beat,type beat melodic,guitar trap type beat,melodic trap beat,guitar beat,juice wrld beat,trap beat melodic,beat trap melodic,juice wrld instrumental,melody type beat,guitar instrumental,trap guitar type beat,juice wrld type beat free,melodic guitar type beat,trap melodic type beat,type beat trap melodic,guitar type beat free,melodic rap type beat,type beat melodic trap,trap type beat melodic,melodic guitar trap beat,beat guitar,guitar trap beat,beat melodic,guitar beats,guitar type beat trap,type beat guitar trap,beat melodic trap,juice wrld type beat guitar,juice wrld type beats,beat melody,guitar type beats,melodic beats,type beat melody,beat trap melody,juice wrld beats,juice type beat,trap melody type beat,electric guitar type beat,melody beat,beat type trap melodic,beat type juice wrld,melodic type beat trap,trap melodic beat,beat guitar trap,melodic trap beats,melodic type beats,beat trap guitar,beat type guitar,juice world type beat,melody trap beat,type beat trap guitar,instrumental trap melodic,acoustic guitar type beat,type beats melodic,juice wrld type beat melodic,guitar melodic type beat,beat juice wrld,juicewrld type beat,melodic type beat guitar,juice wrld type,trap type beat guitar,juice wrld beat type,free type beat guitar,beat type melodic,trap beat guitar,type beats juice wrld,melody type beats,free beat trap melodic,trap melodic,type beat guitare,melody trap type beat,beats melodic,guitare type beat,type beat melodic guitar,beat melody trap,type beat emotional,guitar emotional type beat,trap beat melody,juice wrld melodic type beat,beat juice wrld type,type beat guitarra,free beat melodic trap,beats juice wrld type,melodic juice wrld type beat,guitar juice wrld type beat,beat type melodic trap,instrumental juice wrld,melodic type beat free,trap guitar beat,juice world beat,melodic rap beat,guitar rap instrumental,sad type beat,type beat trap melody,free type beat juice wrld,beat type guitar trap,guitar rap type beat,type beats guitar,melodic trap instrumental,gitar beat,rap melodic type beat,beats trap melodic,type beat juice wrld guitar,type beat melodic rap,hard melodic type beat,jucie wrld type beat,rap beat melodic,type beat guitar melodic,guiter beat,instrumental guitar,juice wrld trap type beat,guitar type beat melodic,juice wlrd type beat,beats juice wrld,melodic guitar trap type beat,guitar melody type beat,free beat guitar,instrumental trap guitar,beat rap melodic,juice wrld type beat sad,juice wrld type beat,beat sad,melodic trap,trap melody beat,free beats instrumental,guitar type beat juice wrld,juice world beats,juice weld type beat,melodic hip hop type beat,type guitar beat,juice wrld type instrumental,melodic rap beats,juice world type beats,sad beat,beat de trap melodic,guitar trap beats,rap beats juice wrld,free beat melodic,juice wrld type beat free for profit,guitar acoustic type beat,type beat juice","juice wrld type beat,juice wrld type beats,free juice wrld type beat,juice wrld type beat free,juice wrld type beat free for profit,juice wrld,type beat juice wrld,new juice wrld type beat,juice wrld type beat 2025,juice wrld pop type beat,sad juice wrld type beat,juice wrld type beat sad,free beat,free type beat,free beats,free trap beat,free for profit,free for profit type beat,melodic type beat,sad type beat,pop type beat,guitar type beat,music,trap",10,2025-10-15T21:10:42Z,Inc. CVRNVTE,UCP7yHTeg1jsiqlZ8vkAuP8g,69702,262,7,PT3M10S,16400
8LC6wWagd2s,Yo Maps - Lwambo (Performance Video),"Yo Maps presents the official performance video to Lwambo .

Available to Stream / Download: http://africori.to/lwambos.oyd

Directed By: Director Lo
Filmed by: Director Lo 
Edited by: Director Lo
Written by: Elton Mulenga
Produced by: KingTec and C-Mark

Follow Yo Maps:
https://www.facebook.com/p/Yo-Maps-Yo-100044614471333/
https://www.instagram.com/yomapsofficial
https://twitter.com/YoMapsofficial
https://www.tiktok.com/@yomapsyo

© 2025 Olios Records

Distribution by Africori: http://www.africori.com

#YoMaps #Lwambo","Pop,R&B,Afropop,african music,afrobeats,world music,world dance music,dancehall,afrobeat,official audio,reggae,highlife,Afro Soul,Contemporary Music",10,2025-08-27T06:00:06Z,Yo Maps Yo,UCN-RwhWMjLaWKl5Xu9NbJSg,4832672,52605,4963,PT3M32S,780000
JWLWczFtCag,BLOK3 - GİT (Official Music Video),"BLOK3 'ün Virtüöz EP 'sinden "" GİT '’ isimli parçası video klibi ile birlikte Mundo Music etiketiyle şimdi tüm dijital platformlarda yayında!

Virtüöz EP şarkı listesi:

• Napıyosun mesela ?
• Git
• Hako diyorlar
• Keçi

Söz/Müzik: BLOK3 (Hakan Aydın)
Prodüktör: 3min & Narco
Mix & Mastering: Narco

Yapımcı: Maruf Yontürk
Yönetmen: AMIRAL
Görüntü Yönetmeni: Emin Şener
1. Yardımcı Yönetmen: İsmail Kireç
2. Yardımcı Yönetmen: Utkan Evci
1. Kamera Asistanı: Semih Sarıkurt
2. Kamera Asistanı: Muhammad Rezaei
Işık Şefi: Barış Bozatlı
Best Boy: Köksal Emanet 
Işık Asistanları: Mehmet Battal, Mahsum Belge, Cihat Belge
Makeup Artist: Dilek Özyazgan
Stilist: Tuana Çakıcı, Kemal Bingül
Yapımcı: Melih Koca
Menajer: Gökay Özdemir
Uygulayıcı Yapımcı: Emre Kenar
Yapım Yönetmeni: Tunahan Çufadar
Yapım Asistanları: Recep Solmaz, Oğuzhan Ünal
Jib Operatörü: Hamed Sonata
Baş Grip: Özkan Önder
Grip: İbrahim Şentürk
Dolly Operatörü: Selçuk İlktürk
Grip Asistanı: Aydın Ağataş
Kamera Arkası: Ferhat Akın
Dijital Görüntü Teknisyeni: Onur Kurt
Editor: Amiral
Colorist: Yunus Aktaş
Set Tasarımcısı: Romik
Dijital Stratejist: Miraç Aslan

Sözler:

git peşimi bırak 
senin aşkın bana bi tuzak 
git 
bi kez olsun kendine yakışanı yap 

fotoğramızı sakla
beni soran olursa 
ona de benim  için kendinden vazgeçen adam 

o kadar insan varken lan  ne diye? 
geldin de karıştırdın kafamı yine 
geceleri düşünürdüm kuşkulanırdım
hevesi kaçar da benden gider mi diye 

madem bozucaktın neden düzelettin beni 
artık yoruldu bu beden vicdansız seni 
kafamın içinde 
neden neden neden neden bıraktın beni

©️ 2025 Mundo Music TR
#BLOK3 #Git #MundoMusicTR","blok,blok 3,üç,virtüöz ep,blok virtüöz,hakan,aydın,hakan aydın,hako,hako virtüöz,müzik,mundo,mundo music,mundo müzik,music,git peşimi bırak,senin aşkın bana bi tuzak,git,blok 3 git,blok3 git,hako git,bi kez olsun kendine yakışanı yap,fotoğramızı sakla,beni soran olursa,düzelettin beni,kafamın içinde,bıraktın beni,neden neden neden neden,kuşkulanırdım,hevesi kaçar da benden gider mi diye",10,2025-07-17T21:00:06Z,Blok3,UCJUNWGsVf__EuL51xydR7ag,106453250,452385,18199,PT2M39S,986000
3_hVFXHW1VA,No One Noticed This About the K-Pop Demon Hunters Songs.. 😈🤔 #music  #kpop,"So many people keep calling the music in KPop Demon Hunters generic, but most don’t realize there’s something hidden in each of the songs that proves they’re not as basic as they might seem. Beneath the surface, the soundtrack is packed with clever details, subtle callbacks, and even mistakes that turned into genius moments.

Take Soda Pop by the Saja Boys — the vocals suddenly disappear to reveal that “Baby Saja” is rapping over a literal nursery rhyme, I’m a Little Teapot. Then there’s Golden by Huntr/x, which doesn’t just stand alone as a song, but actually appears in multiple variations across the entire movie’s soundtrack, weaving itself into the film’s musical DNA.

But the two cleverest hidden moments both come from another Huntr/x track. At first, you hear the lyric “I see your real face and it’s ugly as sin,” which sounds like a throwaway mistake — but in reality, it’s Mira accidentally singing Zoey’s line. This small slip makes perfect sense once you realize that both characters are demons in disguise. And speaking of demons, there’s a reason why Rumi’s delivery of “A demon with no feelings don’t deserve to live” was changed from the studio version to the one used in the movie — a change that carries much deeper meaning than you might expect.


Tags:
KPop Demon Hunters, Huntr/x, Saja Boys, KPop Demon Hunters soundtrack breakdown, song inspirations, Soda Pop, How It's Done, Takedown, Golden, This Is What It Sounds Like, Your Idol, musical analysis, KPop movies, Netflix KPop Demon Hunters

#kpopdemonhunters #netflix #KPop #MusicTheory  #PopSongs #CatchyMelodies #Nostalgia #SongAnalysis #ViralHits #sample #hidden",,10,2025-09-13T01:07:22Z,Rick Reverie,UCtBAlQkiTnjqzkSmO62iDvA,6728056,127430,679,PT1M,324000
TLUvO8vwoAM,"Best SCREAMS by singers in the music industry!😱😳(Olivia Rodrigo,Mitski)","We respect copyright laws and comply with takedown requests. If you believe your rights have been infringed, please contact us for prompt resolution. We also follow ""Fair Use"" guidelines, using material for commentary, criticism, and educational purposes.

My Editing Process
1. Finding the Idea and Content (25 Minutes) The first step in my editing process is brainstorming and deciding on a video idea. I focus on trending topics or stories related to the singers and celebrities my audience loves, such as Taylor Swift, Olivia Rodrigo, and BLACKPINK. This involves researching their latest updates, analyzing fan responses, and selecting the most engaging angle. This step takes around 25 minutes and sets the tone for the entire project.
2. Gathering Clips and Editing (40 Minutes per Segment) Once the idea is finalized, I move on to collecting the necessary footage. This includes official clips, interviews, and fan-captured moments. I carefully trim and organize these clips to match the narrative. Each segment of the video is meticulously edited, with effects, transitions, and text overlays added to enhance the visual appeal. This step is time-intensive, with each section taking about 40 minutes to perfect.
3. Final Review and Adjustments (20 Minutes) After editing, I review the entire video to ensure smooth transitions and consistent pacing. During this phase, I also add voiceovers to provide context and commentary, ensuring the video aligns with my audience’s preferences. Any last-minute tweaks, like adjusting audio levels or refining effects, are made before the final export. This step takes approximately 20 minutes, wrapping up my editing process.",,24,2025-07-04T17:23:26Z,Music Core,UCz7MOdr_5OyqrU6HeECVtOg,2773244,142828,3557,PT26S,58200
IZfSzDsdMmg,"Elton John, Lionel Richie, Phil Collins, Bee Gees, Eagles, Foreigner 📀 Old Love Songs 70s,80s,90s","👋 Welcome to Soft Rock Music!

Immerse yourself in the soulful sounds of soft rock, where every melody revives cherished memories. From romantic ballads to heartfelt anthems, this playlist is carefully curated to bring you the best listening experience.

🎶 What’s inside?
✔ The greatest soft rock ballads of all time
✔ Smooth and emotional hits from the 70s, 80s, and 90s
✔ A perfect blend of nostalgia, love, and relaxation

📢 Which song touches your heart the most? Share in the comments!
🔔 Subscribe now and never miss an update: https://www.youtube.com/channel/UCL0RZEg_GORW5pT78sPd-bw?sub_confirmation=1

-------------------⭐⭐⭐-------------------
© All rights belong to Soft Rock Music. 
Copyright © 2025 Soft Rock Music. 
© All rights reserved.

#softrock #lovesongs  #softrocksongs","soft rock love songs,soft rock,rock ballads,bee gees,lionel richie,rock,rock songs,love songs,rock music,rod stewart,90s rock,80s rock,phil collins,soft rock songs,soft rock music,soft rock 80s,soft rock 90s,soft rock 70s 80s 90s,Eric Clapton,Michael Bolton,Phil Collins,Elton John,Soft Rock Memories,soft music,soft songs,soft rock ballads 70s 80s 90s,soft song,rock ballads 70s 80s 90s,soft rock playlist,old songs,rock playlist,soft",10,2025-06-05T09:00:28Z,Silent Rain Nights,UCL0RZEg_GORW5pT78sPd-bw,2286284,17290,90,PT1M,31900
